"idpub","brdxdy","sexrsp","deatyr","POP57","PI5760","DGLEV","EDYRCM","YRER74","RU024REC","MZ023RER","GI503RE","gu024re","IZ023RER","HD201KD","hi503rea","HU024RE","jz023rer","q1i503rea","Q1U024RE","q1c003re","q1z023rer"
908829,1939,1,-2,2,13,-2,-2,120,0,NA,5,0,NA,3,5,-2,0,6,-2,1,0
908833,1939,1,-2,6,48,-2,2,78,0,4,0,0,2,2,6,-2,5,NA,NA,NA,NA
908835,1939,2,-2,4,30,-2,2,0,0,4,12,0,12,2,6,-2,12,7,-2,1,0
908839,1938,1,-2,9,67,1,4,147,0,12,6,0,8,3,11,-2,8,6,-2,1,2
908844,1939,1,2001,4,-3,-2,-3,-3,-2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908845,1938,1,-2,4,53,2,4,290,-2,2,-2,-2,4,2,-2,-2,2,NA,NA,NA,NA
908857,1939,1,-2,4,107,2,-3,-3,6,6,5,7,0,0,6,7,1,NA,NA,NA,NA
908862,1938,2,-2,4,33,2,4,0,0,2,10,0,1,3,8,-2,2,6,5,1,0
908864,1939,2,-2,3,28,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908866,1940,2,-2,9,-3,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908867,1939,2,-2,4,74,2,4,0,-2,NA,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
908869,1938,1,2005,3,4,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908870,1939,1,-2,8,25,2,5,210,0,NA,-4,0,-3,NA,NA,NA,NA,NA,NA,NA,NA
908871,1939,2,2016,2,30,-2,-2,0,-2,0,9,-2,1,6,8,-2,0,NA,NA,NA,NA
908872,1939,2,2015,4,14,-2,-2,0,0,4,9,0,6,3,7,-2,0,NA,NA,NA,NA
908874,1939,2,2016,4,50,-2,-2,0,-2,3,-2,-2,4,3,-2,-2,8,NA,NA,NA,NA
908879,1939,2,1988,9,101,3,6,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908881,1939,2,2016,4,40,-2,-2,50,-2,NA,-2,-2,4,NA,NA,NA,NA,NA,NA,NA,NA
908882,1939,1,-2,6,35,2,4,186,0,4,10,0,4,3,6,-2,4,6,-2,1,1
908888,1939,2,2018,4,-3,-2,-3,-3,4,NA,0,0,4,3,6,4,2,NA,NA,NA,NA
908892,1939,1,-2,6,46,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908895,1939,1,1985,9,91,-2,3,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908899,1939,2,-2,3,55,-2,-2,20,0,8,10,0,10,3,8,7,3,5,0,1,28
908904,1940,2,1983,3,35,-2,-2,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908906,1939,1,-2,2,24,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908909,1938,2,-2,5,32,-2,-2,0,-2,0,-2,-2,NA,3,-2,-2,0,NA,NA,NA,NA
908911,1938,1,-2,7,35,-2,-2,150,0,1,11,0,8,4,0,-2,2,0,2,1,2
908912,1939,2,-2,6,50,-2,-3,-3,0,8,6,3,3,3,6,-2,6,NA,NA,NA,NA
908914,1939,2,-2,2,50,-2,-2,0,5,NA,8,0,6,5,7,-2,2,1,-2,2,0
908915,1939,2,2008,5,52,-2,-2,0,0,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA
908917,1939,2,-2,5,-3,-2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908918,1938,1,-2,6,125,-2,1,300,0,5,-3,-3,3,3,9,-2,1,10,-2,2,0
908923,1939,2,-2,3,33,-2,-2,0,-3,NA,-5,-5,1,NA,NA,NA,NA,NA,NA,NA,NA
908927,1939,2,-2,3,21,-2,2,28,-2,2,-2,-2,4,2,-2,-2,4,5,-2,1,2
908933,1938,2,-2,3,-3,-2,-2,90,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA
908943,1939,1,-2,4,84,-2,-2,140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908947,1938,1,2017,6,21,-2,-2,110,0,6,7,0,1,3,8,-2,0,NA,NA,NA,NA
908950,1938,1,1993,8,60,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908953,1939,1,-2,6,63,4,9,150,0,1,6,0,0,3,7,-2,3,6,-2,2,2
908955,1937,2,-2,2,47,-2,-2,0,0,16,5,0,2,5,7,-2,4,4,-2,1,0
908960,1939,1,2019,4,42,-2,-2,128,0,6,8,0,12,0,8,-2,10,NA,NA,NA,NA
908963,1940,1,1977,9,80,-2,2,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908971,1939,2,2014,8,22,-2,1,5,-2,5,-2,-2,2,NA,NA,NA,NA,NA,NA,NA,NA
908973,1938,2,-2,9,-3,1,-3,-3,0,1,11,3,NA,1,-2,-2,NA,NA,NA,NA,NA
908975,1939,2,-2,4,57,-2,-2,0,0,6,10,0,5,3,7,-2,4,0,-2,1,25
908976,1939,2,2019,5,77,-2,-2,0,0,NA,5,0,0,4,7,-2,0,NA,NA,NA,NA
908977,1939,2,-2,6,54,-2,-2,2,0,NA,-3,0,4,3,5,-2,4,0,-2,2,3
908979,1939,2,-2,6,7,-2,-2,0,-2,8,-2,-2,6,3,-2,-2,6,6,-2,1,3
908985,1939,1,1989,2,-3,-2,-2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908988,1939,2,-2,2,29,-2,-2,0,0,2,7,0,2,3,8,-2,-29,4,-2,1,4
908990,1939,2,-2,2,10,-2,-2,18,0,6,11,4,3,2,6,-2,4,0,-2,1,2
908992,1939,2,-2,4,14,-2,-2,53,-2,4,12,4,10,3,11,-2,8,8,-2,1,0
908997,1939,2,-2,4,49,2,4,10,3,4,2,0,1,3,4,-2,4,NA,NA,NA,NA
908998,1939,2,2012,9,354,-2,1,70,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
909000,1938,1,2011,9,54,-2,-2,150,0,0,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA
909001,1939,2,-2,4,45,-2,-2,12,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909006,1939,1,-2,2,90,-2,0,250,0,NA,8,0,4,3,10,-2,8,5,6,2,26
909007,1938,2,-2,8,221,2,4,20,6,NA,11,6,NA,3,8,5,0,5,4,1,0
909009,1939,2,-2,2,34,1,2,0,0,4,NA,NA,1,3,6,-2,NA,1,-2,1,4
909011,1939,1,-2,9,171,2,6,150,-3,NA,-5,-5,NA,3,8,-2,NA,NA,NA,NA,NA
909012,1939,2,2014,6,-3,-2,-3,-3,5,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
909013,1938,2,-2,5,31,-2,-2,50,0,NA,10,0,10,1,0,-2,4,NA,NA,NA,NA
909016,1939,1,2019,6,36,-2,-2,160,7,2,NA,NA,NA,4,5,-2,16,NA,NA,NA,NA
909019,1939,2,2019,4,25,-2,-2,0,3,25,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
909029,1938,1,2001,3,23,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909030,1939,2,-2,4,60,-2,-2,60,-2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
909031,1939,2,-2,2,-3,-2,-2,20,0,1,7,0,0,2,-30,-30,4,0,-2,1,4
909035,1939,1,2004,9,40,2,4,550,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909036,1939,1,-2,2,61,-2,-2,150,7,1,3,0,0,2,4,-2,0,3,-2,1,0
909038,1937,1,2012,6,90,-2,-3,-3,0,NA,8,0,-3,5,9,4,-29,NA,NA,NA,NA
909039,1939,2,-2,9,134,-2,-3,-3,0,3,7,0,1,5,-30,-30,0,NA,NA,NA,NA
909040,1938,1,2022,7,21,1,2,200,-2,2,-2,-2,4,5,-2,-2,2,NA,NA,NA,NA
909042,1939,2,2017,4,30,-2,-2,0,-2,NA,NA,NA,NA,2,-2,-2,NA,NA,NA,NA,NA
909044,1940,1,-2,6,24,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909045,1939,1,-2,9,110,2,5,0,-2,NA,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
909050,1939,2,2006,6,54,-2,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909057,1939,2,-2,9,193,3,5,160,0,7,8,0,15,2,8,-2,10,5,-2,1,4
909058,1939,1,2013,2,46,-2,1,120,0,NA,9,0,NA,3,5,-2,-29,NA,NA,NA,NA
909060,1939,1,2018,6,-3,-2,-2,120,-2,2,10,0,2,4,-27,-27,1,NA,NA,NA,NA
909072,1939,1,-2,2,81,-2,-2,109,3,0,6,0,1,4,8,-2,0,10,-2,2,0
909073,1939,2,-2,2,62,2,5,200,0,8,11,0,10,2,11,-2,NA,9,-2,1,0
909075,1939,1,-2,7,91,2,4,210,0,NA,11,0,1,3,6,-2,10,6,-2,1,3
909076,1939,2,-2,5,-3,-2,-2,20,4,3,7,0,5,4,7,-2,3,5,-2,1,0
909080,1938,1,-2,4,72,-2,1,150,0,NA,6,0,4,2,6,-2,0,0,-2,1,4
909081,1939,1,2007,2,67,-2,-2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909089,1938,1,2018,2,19,2,4,170,0,4,11,0,4,9,8,-2,2,NA,NA,NA,NA
909090,1940,1,-2,2,-3,-2,-2,180,0,0,5,0,3,5,6,-2,0,0,-2,1,3
909100,1938,2,1976,5,32,-2,-2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909101,1939,1,-2,3,53,2,4,162,0,4,6,0,-3,NA,NA,NA,NA,0,-2,3,0
909105,1938,1,-2,4,85,-2,-2,150,0,4,10,0,2,2,6,-2,3,7,0,1,0
909107,1939,2,-2,2,67,-2,-2,15,-2,8,-2,-2,4,4,-30,-30,4,NA,NA,NA,NA
909108,1939,2,-2,2,67,-2,-2,0,2,3,5,0,1,9,6,-2,3,7,5,3,1
909112,1939,1,-2,6,38,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909114,1939,2,2022,5,61,-2,-2,0,0,2,10,0,2,2,6,-2,2,NA,NA,NA,NA
909115,1939,1,2007,2,11,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909121,1939,2,-2,2,35,2,-3,-3,0,0,11,0,0,3,10,-2,2,11,-2,1,2
909122,1939,2,-2,7,65,-2,-2,0,0,11,9,0,6,3,7,3,1,6,-2,2,0
909123,1939,1,-2,5,39,-2,-2,85,0,2,0,-2,0,5,8,3,0,0,-2,1,0
909124,1939,2,-2,9,77,-2,-2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909131,1939,1,-2,7,60,-2,0,210,-2,3,-2,-2,2,6,-2,-2,2,NA,NA,NA,NA
909134,1939,2,2018,3,45,-2,-2,87,0,4,12,0,4,1,8,-2,4,NA,NA,NA,NA
909144,1939,1,-2,4,12,-2,-2,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909145,1939,2,2015,4,-3,-2,-2,0,-2,6,-2,-2,6,5,-2,-2,6,NA,NA,NA,NA
909146,1939,1,-2,6,47,2,4,170,0,2,4,0,4,2,5,-2,1,4,-2,1,4
909151,1939,2,-2,3,52,-2,-2,40,0,6,6,0,6,3,6,-2,6,5,-2,1,10
909156,1940,2,-2,4,-3,-2,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909160,1939,1,2001,6,82,3,5,190,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909162,1939,1,-2,5,5,-2,-3,-3,0,6,5,0,2,7,8,-2,3,4,2,2,3
909168,1939,2,-2,3,28,2,4,110,NA,NA,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
909170,1939,2,2014,3,35,2,4,0,0,NA,6,0,3,0,6,-2,2,NA,NA,NA,NA
909174,1939,2,2019,3,64,3,5,0,-2,1,-2,-2,2,2,-2,-2,4,NA,NA,NA,NA
909179,1939,1,-2,4,117,1,2,0,0,8,6,0,NA,1,12,-2,NA,NA,NA,NA,NA
909181,1939,1,2010,4,51,1,2,221,0,1,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA
909189,1939,2,-2,4,89,2,4,2,-2,NA,-2,-2,NA,2,-2,-2,3,0,-2,1,1
909191,1939,2,-2,3,47,-2,-2,0,5,3,7,5,1,4,5,-2,1,4,-2,1,2
909192,1938,2,-2,3,16,2,5,0,0,8,6,0,4,3,6,2,4,8,-2,1,5
909193,1939,1,-2,4,64,-2,-2,130,0,8,7,0,10,3,5,-2,2,5,-2,1,2
909196,1939,2,2013,6,72,-2,1,110,-2,5,-2,-2,10,7,-2,-2,4,NA,NA,NA,NA
909198,1940,1,-2,9,95,2,5,190,0,16,12,0,8,2,8,-2,10,9,-2,1,28
909201,1939,2,-2,7,-3,3,8,62,6,10,0,4,8,2,6,-2,4,0,-2,1,10
909205,1939,2,-2,9,95,-2,-3,-3,0,NA,-3,0,-3,3,-2,-2,-29,8,-2,1,1
909208,1939,2,-2,3,35,-2,-2,35,-2,3,6,0,2,3,-30,-30,2,NA,NA,NA,NA
909211,1939,2,-2,5,44,-2,-2,0,-2,13,7,0,5,4,8,5,3,1,-2,1,0
909217,1938,1,2010,6,63,-2,-2,129,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
909223,1939,1,2017,3,28,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909224,1939,2,-2,6,84,-2,-2,40,-2,3,-2,-2,0,3,-2,-2,-29,NA,NA,NA,NA
909225,1940,1,2019,6,40,-2,-2,160,-2,15,-2,-2,3,1,-2,-2,2,NA,NA,NA,NA
909228,1939,1,-2,3,35,4,8,400,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
909234,1939,1,-2,2,41,2,4,122,0,6,6,0,2,3,0,-2,4,7,-2,1,6
909235,1939,1,-2,4,86,3,7,147,0,NA,12,0,NA,2,8,3,NA,9,-2,2,25
909236,1937,2,2016,9,88,-2,-2,32,-2,NA,-2,-2,NA,4,-2,-2,NA,NA,NA,NA,NA
909237,1939,2,-2,4,12,-2,-2,0,0,1,6,0,6,4,7,-2,-29,7,-2,1,4
909239,1939,1,2001,2,23,-2,-3,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909245,1940,2,-2,3,29,-2,-2,60,0,1,9,0,NA,5,12,3,0,0,-2,1,0
909247,1939,1,-2,5,-3,4,9,400,4,2,9,-2,0,4,10,-2,10,6,5,1,0
909249,1939,1,-2,4,36,-2,-2,144,0,0,0,0,1,4,10,-2,0,5,-2,1,0
909253,1939,2,2015,4,32,-2,-2,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
909254,1939,2,-2,6,-3,-2,-2,70,-2,1,-2,-2,0,6,-2,-2,1,NA,NA,NA,NA
909259,1938,2,-2,2,77,-2,-2,50,0,NA,1,0,-3,3,0,-2,-29,3,-2,1,4
909261,1939,2,2014,3,46,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909262,1938,1,-2,8,49,-2,-2,100,0,0,NA,NA,4,2,8,-2,0,NA,NA,NA,NA
909264,1938,1,-2,4,65,1,3,97,0,20,10,0,0,6,9,-2,3,5,-2,2,1
909266,1939,2,2015,3,-3,-2,-2,36,0,0,0,0,1,9,4,-2,0,NA,NA,NA,NA
909269,1938,2,2020,9,94,-2,-2,0,0,5,8,6,3,3,8,-2,2,NA,NA,NA,NA
909274,1939,2,-2,4,78,-2,-2,0,0,2,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
909275,1939,1,-2,7,90,-2,0,143,0,4,8,0,-3,NA,NA,NA,NA,NA,NA,NA,NA
909278,1939,2,-2,2,-3,2,5,93,-2,8,-2,-2,NA,4,-2,-2,5,NA,NA,NA,NA
909281,1939,1,1999,7,-3,4,-3,-3,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909286,1939,2,-2,4,53,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909287,1939,2,2022,2,39,3,6,20,0,1,9,0,3,2,-30,-30,1,NA,NA,NA,NA
909288,1938,1,2006,5,36,-2,2,310,0,2,12,0,2,NA,NA,NA,NA,NA,NA,NA,NA
909290,1939,1,2017,6,37,-2,-2,180,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
909292,1938,1,-2,6,115,2,5,220,0,8,7,0,6,2,7,-2,2,5,-2,1,4
909293,1939,2,-2,4,95,2,4,0,0,2,12,2,4,2,4,-2,5,4,-2,1,0
909294,1938,1,-2,3,-3,-2,-2,120,0,0,0,0,0,2,4,-2,-29,0,-2,1,0
909295,1940,2,-2,9,62,-2,-3,-3,0,0,-5,-5,0,4,6,-2,0,0,-2,1,0
909304,1939,2,-2,3,9,-2,-2,65,0,2,6,0,4,5,7,-2,7,0,1,2,10
909305,1939,1,2011,3,62,-2,4,186,0,0,10,0,1,NA,NA,NA,NA,NA,NA,NA,NA
909309,1939,2,-2,9,79,-2,1,0,-2,20,-2,-2,8,3,-2,-2,4,NA,NA,NA,NA
909311,1939,2,-2,5,-3,2,4,50,4,4,9,0,3,2,7,-2,6,7,5,1,0
909314,1939,1,-2,6,90,-2,-2,155,-2,NA,-2,-2,NA,3,-2,-2,1,NA,NA,NA,NA
909315,1938,1,-2,2,94,-2,-2,250,0,NA,4,0,NA,4,8,-2,NA,NA,NA,NA,NA
909324,1939,1,2004,3,26,1,2,150,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909325,1939,2,-2,4,66,-2,-2,20,0,1,5,0,0,3,5,3,0,4,0,1,4
909329,1938,1,1978,7,75,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909332,1939,1,-2,6,53,2,8,88,0,0,6,0,4,3,4,-2,2,0,-2,1,5
909333,1938,1,2014,7,78,-2,-2,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909337,1939,2,2016,3,23,-2,-2,25,0,2,9,0,4,4,6,-2,2,NA,NA,NA,NA
909339,1938,1,-2,4,49,-2,-2,70,0,0,7,0,0,3,7,-2,2,6,-2,1,1
909340,1939,2,-2,7,54,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909341,1940,1,-2,6,-3,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909343,1938,1,-2,2,34,-2,-2,140,0,3,6,0,2,2,8,2,2,7,6,1,3
909345,1939,1,2018,6,48,-2,2,155,0,23,12,0,5,0,4,-2,NA,NA,NA,NA,NA
909346,1937,1,9994,6,16,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909350,1939,1,-2,9,74,2,4,140,0,8,10,0,1,2,10,4,2,6,-2,1,1
909351,1939,2,-2,4,89,-2,-2,0,0,5,9,0,2,4,6,-2,3,5,-2,1,5
909352,1938,1,-2,9,57,2,4,280,0,0,12,0,14,0,8,-2,12,9,-2,1,4
909353,1939,2,1972,4,25,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909359,1939,1,2001,3,50,-2,-2,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909362,1939,2,-2,4,75,-2,1,0,0,2,6,0,6,3,5,-2,4,6,-2,1,9
909366,1938,1,2017,6,63,-2,1,140,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
909369,1939,2,2020,2,20,-2,-2,14,0,4,4,0,2,3,6,5,-29,NA,NA,NA,NA
909372,1939,1,2011,5,112,2,4,180,-2,1,NA,NA,2,2,-2,-2,2,NA,NA,NA,NA
909376,1939,1,1992,2,39,-2,-2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909378,1939,1,2013,3,69,-2,-2,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909385,1939,2,1999,6,-3,2,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909390,1939,1,-2,6,71,3,12,110,0,10,10,0,NA,3,10,-2,20,10,-2,3,10
909394,1939,1,2017,9,79,4,10,160,-2,NA,NA,NA,2,2,-2,-2,-29,NA,NA,NA,NA
909395,1939,1,1972,4,13,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909398,1939,2,-2,2,60,-2,-3,-3,0,6,9,-3,2,2,10,1,-29,NA,NA,NA,NA
909400,1938,2,-2,2,15,-2,-2,0,0,0,6,0,6,3,2,-2,10,4,-2,2,5
909401,1939,1,1997,4,39,2,4,220,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909423,1939,2,-2,2,65,-2,1,0,0,6,9,0,4,6,7,-2,4,8,-2,1,1
909429,1939,2,-2,9,998,-2,3,3,0,6,8,0,4,4,8,-2,4,6,-2,1,2
909435,1938,1,-2,3,48,-2,-2,80,-2,4,-2,-2,1,0,-2,-2,2,NA,NA,NA,NA
909441,1938,1,-2,9,43,1,2,400,0,0,6,0,2,4,4,-2,1,NA,NA,NA,NA
909443,1939,1,-2,7,79,-2,-2,120,0,4,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA
909451,1939,1,2007,4,5,1,2,180,0,12,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA
909455,1938,1,-2,4,66,-2,-2,145,-2,3,-2,-2,3,8,-2,-2,2,NA,NA,NA,NA
909456,1939,2,-2,9,32,-2,1,85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909457,1939,2,-2,4,75,2,4,0,0,5,6,0,2,2,6,-2,2,6,-2,1,4
909458,1939,2,-2,2,24,3,6,105,-2,3,6,-2,2,2,6,-2,6,12,-2,1,15
909462,1939,1,-2,4,77,-2,-2,130,-2,1,-2,-2,0,2,-2,-2,1,NA,NA,NA,NA
909468,1939,1,-2,8,-3,2,6,390,0,1,4,0,0,NA,NA,NA,NA,6,-2,1,4
909470,1939,2,-2,7,45,-2,-2,83,-2,5,6,0,3,NA,NA,NA,NA,NA,NA,NA,NA
909472,1939,2,-2,4,174,2,4,0,0,6,7,4,4,3,7,-2,10,7,-2,1,2
909476,1939,1,2016,4,21,-2,-2,0,-2,8,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
909482,1938,1,2003,6,85,2,5,280,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909486,1937,1,-2,7,77,-2,-2,125,0,2,4,0,2,5,5,-2,2,6,-2,1,2
909487,1939,1,2008,9,88,-2,-2,100,0,0,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA
909493,1938,1,-2,6,16,-2,-2,140,5,2,0,0,8,4,0,-2,4,1,-2,2,0
909495,1940,2,-2,3,29,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909510,1939,1,2011,3,30,-2,-2,160,0,3,11,0,2,NA,NA,NA,NA,NA,NA,NA,NA
909514,1939,2,-2,3,25,-2,1,59,0,8,7,5,3,2,7,-2,3,5,-2,1,0
909516,1939,2,1996,4,37,-2,-2,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909519,1938,2,2009,6,64,-2,-2,65,-2,6,-2,-2,2,NA,NA,NA,NA,NA,NA,NA,NA
909521,1938,1,-2,7,83,-2,2,134,0,2,4,0,0,NA,NA,NA,NA,0,-2,1,4
909526,1939,1,1997,4,45,-2,-2,150,-2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909529,1939,1,-2,6,171,2,4,150,0,2,6,0,1,3,6,-2,1,0,-2,1,0
909530,1939,1,2000,3,10,-2,-2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909533,1940,1,2013,4,31,-2,-2,0,0,2,6,0,1,3,4,-2,1,NA,NA,NA,NA
909537,1939,1,2013,5,41,-2,-2,100,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
909538,1939,2,-2,4,71,3,5,140,0,4,6,0,1,0,8,-2,3,6,-2,0,2
909539,1939,1,-2,2,66,-2,-2,145,0,NA,5,0,1,2,8,-2,-29,6,-2,1,0
909545,1938,1,-2,4,54,2,4,210,0,3,4,0,0,4,5,-2,3,4,-2,1,0
909548,1938,1,2009,6,66,-2,-2,90,-2,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
909551,1939,2,1976,6,56,-2,-2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909554,1939,2,-2,7,84,-2,-2,75,0,6,8,0,8,3,5,-2,6,12,-2,2,0
909559,1939,2,-2,8,-3,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909560,1937,1,1983,9,20,-2,-2,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909561,1939,2,-2,2,63,-2,-2,25,0,NA,6,6,-3,4,5,5,2,2,5,1,0
909563,1938,1,2002,5,-3,-2,-2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909567,1939,1,2004,7,17,-2,0,200,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909569,1939,2,2018,4,41,2,4,95,0,NA,8,1,4,NA,NA,NA,NA,NA,NA,NA,NA
909573,1939,2,2010,6,61,-2,-2,17,4,16,5,5,12,3,2,-2,NA,NA,NA,NA,NA
909579,1939,1,2004,2,-3,-2,4,180,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909580,1939,2,-2,5,109,2,6,90,0,3,8,0,NA,4,6,-2,2,6,-2,3,3
909581,1939,2,1998,9,-3,2,5,82,-2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909582,1939,1,1985,6,1,-2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909585,1939,2,2001,6,34,-2,-2,30,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909592,1939,1,2016,2,70,-2,-2,164,0,3,-3,0,4,1,9,-2,2,NA,NA,NA,NA
909599,1939,1,2020,9,88,-2,-2,210,0,2,NA,NA,0,2,6,4,0,NA,NA,NA,NA
909601,1939,1,-2,3,64,-2,-2,121,0,4,6,0,0,3,11,-2,0,0,-2,1,0
909605,1939,2,-2,6,86,2,-3,-3,0,5,6,0,3,1,8,-2,3,6,-2,2,0
909606,1938,2,-2,8,86,-2,1,0,0,0,6,0,-3,3,-2,-2,5,NA,NA,NA,NA
909611,1939,1,1986,6,157,-2,-2,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909612,1937,1,-2,3,21,-2,-2,126,0,1,6,2,1,4,6,-2,-29,NA,NA,NA,NA
909615,1939,2,-2,4,58,-2,-2,0,0,4,6,0,1,6,9,-2,1,NA,NA,NA,NA
